drug_name,target_gene
venlafaxine,SLC6A4
sertraline,SLC6A3
sertraline,SLC6A4
escitalopram,SLC6A4
fluvoxamine,SLC6A4
rifamycin,SLCO1A2
rifamycin,SLCO1B1
rifamycin,SLCO1B3
rifamycin,SLCO2B1
indocyanine-green,SLCO1B1
glasdegib,SMO
sonidegib,SMO
vismodegib,SMO
butenafine,SQLE
terbinafine,SQLE
dutasteride,SRD5A1
dutasteride,SRD5A2
dutasteride,SRD5A3
pasireotide,SSTR1
pasireotide,SSTR2
pasireotide,SSTR3
pasireotide,SSTR5
octreotide,SSTR2
octreotide,SSTR3
octreotide,SSTR5
niclosamide,STAT3
pregnenolone,SULT2B1
fostamatinib,SYK
hydroxyamphetamine,TAAR1
aprepitant,TACR1
fosaprepitant-dimeglumine,TACR1
maropitant,TACR1
netupitant,TACR1
aspartame,TAS1R2
aspartame,TRPV1
picotamide,TBXA2R
seratrodast,TBXA2R
ozagrel,TBXAS1
zidovudine,TERT
metirosine,TH
levothyroxine,THRA
levothyroxine,THRB
liothyronine,THRA
liothyronine,THRB
tiratricol,THRA
tiratricol,THRB
docosanol,TLR7
imiquimod,TLR7
imiquimod,TLR8
hydroxychloroquine,TLR7
hydroxychloroquine,TLR9
lenalidomide,TNF
thalidomide,TNF
SN-38,TOP1
irinotecan,TOP1
irinotecan,TOP1MT
topotecan,TOP1
topotecan,TOP1MT
aclarubicin,TOP1
aclarubicin,TOP2A
ciprofloxacin,TOP2A
doxorubicin,TOP2A
enoxacin,TOP2A
etoposide-phosphate,TOP2A
fleroxacin,TOP2A
garenoxacin,TOP2A
idarubicin,TOP2A
levofloxacin,TOP2A
mitoxantrone,TOP2A
moxifloxacin,TOP2A
norfloxacin,TOP2A
pefloxacin,TOP2A
pirarubicin,TOP2A
pixantrone,TOP2A
valrubicin,TOP2A
amrubicin,TOP2A
amrubicin,TOP2B
daunorubicin,TOP2A
daunorubicin,TOP2B
dexrazoxane,TOP2A
dexrazoxane,TOP2B
etoposide,TOP2A
etoposide,TOP2B
teniposide,TOP2A
teniposide,TOP2B
carbendazim,TP53
carbendazim,TUBB
telotristat,TPH1
telotristat-ethyl,TPH1
carbimazole,TPO
methimazole,TPO
pentamidine,TRDMT1
protirelin,TRHR
taltirelin,TRHR
thymol,TRPA1
miconazole,TRPM2
miconazole,TRPV5
nonivamide,TRPV1
tafamidis-meglumine,TTR
cabazitaxel,TUBA1A
cabazitaxel,TUBA1B
cabazitaxel,TUBA1C
cabazitaxel,TUBA3C
cabazitaxel,TUBA3D
cabazitaxel,TUBA3E
cabazitaxel,TUBA4A
cabazitaxel,TUBB
cabazitaxel,TUBB1
cabazitaxel,TUBB2A
cabazitaxel,TUBB2B
cabazitaxel,TUBB3
cabazitaxel,TUBB4A
cabazitaxel,TUBB4B
cabazitaxel,TUBB6
cabazitaxel,TUBB8
vinorelbine,TUBA1A
vinorelbine,TUBA1B
vinorelbine,TUBA1C
vinorelbine,TUBA3C
vinorelbine,TUBA3D
vinorelbine,TUBA3E
vinorelbine,TUBA4A
vinorelbine,TUBB
vinorelbine,TUBB1
vinorelbine,TUBB2A
vinorelbine,TUBB2B
vinorelbine,TUBB3
vinorelbine,TUBB4A
vinorelbine,TUBB4B
vinorelbine,TUBB6
vinorelbine,TUBB8
albendazole,TUBA1A
albendazole,TUBB
albendazole,TUBB4B
mebendazole,TUBA1A
mebendazole,TUBB
mebendazole,TUBB4B
vincristine,TUBA4A
vincristine,TUBB
fenbendazole,TUBB
flubendazole,TUBB
ixabepilone,TUBB
vindesine,TUBB
vindesine,TUBB1
oxibendazole,TUBB
oxibendazole,TUBB4B
capecitabine,TYMS
carmofur,TYMS
doxifluridine,TYMS
floxuridine,TYMS
ftorafur,TYMS
trifluridine,TYMS
ethisterone,TYR
hexylresorcinol,TYR
hydroquinone,TYR
mequinol,TYR
monobenzone,TYR
eliglustat,UGCG
miglustat,UGCG
deferiprone,UGT1A6
calcifediol,VDR
calcipotriol,VDR
calcitriol,VDR
cholecalciferol,VDR
dihydrotachysterol,VDR
doxercalciferol,VDR
ergocalciferol,VDR
falecalcitriol,VDR
maxacalcitol,VDR
paricalcitol,VDR
secalciferol,VDR
tacalcitol,VDR
acenocoumarol,VKORC1
phenindione,VKORC1
phenprocoumon,VKORC1
warfarin,VKORC1
allopurinol,XDH
febuxostat,XDH
topiroxostat,XDH
cisplatin,XIAP
selinexor,XPO1
